"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 23 10:53:46 CST 2020","Wed Dec 23 10:53:55 CST 2020","9008","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Cool white]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 10:56:20 CST 2020","Wed Dec 23 10:56:29 CST 2020","9017","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Forest]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 11:57:20 CST 2020","Wed Dec 23 12:03:05 CST 2020","344486","Test_Suites.Tests.test_regression_product","test_07_schedule_by_mqtt","","","","test_39_open_the_vacation_mode","schedule_actions.feature: Open the vacation mode"
"passed","Wed Dec 23 10:57:23 CST 2020","Wed Dec 23 10:57:32 CST 2020","9015","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Steampunk]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 10:55:34 CST 2020","Wed Dec 23 10:55:44 CST 2020","9022","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Romance]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 10:52:55 CST 2020","Wed Dec 23 10:53:28 CST 2020","33058","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_speed","single_light_control_by_udp.feature: Single light control --- Speed"
"passed","Wed Dec 23 10:40:15 CST 2020","Wed Dec 23 10:40:56 CST 2020","41057","Test_Suites.Tests.test_regression_product","test_02_pair_lamps_only_wifi","","","","test_set_app_pairing_only_wifi","pair_lamps_only_wifi.feature: Set app pairing mode to only wifi"
"passed","Wed Dec 23 10:57:41 CST 2020","Wed Dec 23 10:57:50 CST 2020","9010","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Bedtime]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 11:06:58 CST 2020","Wed Dec 23 11:07:08 CST 2020","10166","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Plant growth]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 10:57:14 CST 2020","Wed Dec 23 10:57:23 CST 2020","9016","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Golden white]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 10:51:13 CST 2020","Wed Dec 23 10:51:22 CST 2020","9019","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-ON1]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Wed Dec 23 10:59:13 CST 2020","Wed Dec 23 10:59:24 CST 2020","10116","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-NL0]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Wed Dec 23 10:53:28 CST 2020","Wed Dec 23 10:53:37 CST 2020","9007","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Warm white]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 12:08:07 CST 2020","Wed Dec 23 12:14:03 CST 2020","356295","Test_Suites.Tests.test_regression_product","test_08_rhythm_by_mqtt","","","","test_17_trigger_schedule_when_rhythm_playing_by_mqtt","rhythm_actions.feature: Trigger a schedule when rhythm playing"
"passed","Wed Dec 23 11:02:13 CST 2020","Wed Dec 23 11:02:23 CST 2020","10114","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Night light]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 10:56:56 CST 2020","Wed Dec 23 10:57:05 CST 2020","9015","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Deep dive]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 10:58:08 CST 2020","Wed Dec 23 10:58:17 CST 2020","9016","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Plant growth]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 12:14:03 CST 2020","Wed Dec 23 12:20:12 CST 2020","368265","Test_Suites.Tests.test_regression_product","test_08_rhythm_by_mqtt","","","","test_18_turn_off_then_turn_on_in_cool_white_mode_when_rhythms_playing_by_mqtt","rhythm_actions.feature: Turn off and then turn on in cool white mode when Rhythms playing"
"passed","Wed Dec 23 10:58:26 CST 2020","Wed Dec 23 10:58:53 CST 2020","26690","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-ON0]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Wed Dec 23 10:47:36 CST 2020","Wed Dec 23 10:49:48 CST 2020","132334","Test_Suites.Tests.test_regression_product","test_04_pair_lamps_wifi_ble","","","","test_rtp_pair_lamps_wifi_ble","pair_lamps_wifi_ble.feature: RTP pairing wifi and ble"
"passed","Wed Dec 23 10:44:10 CST 2020","Wed Dec 23 10:46:30 CST 2020","139701","Test_Suites.Tests.test_regression_product","test_03_pair_lamps_only_ble","","","","test_rtp_pair_lamps_only_ble","pair_lamps_only_ble.feature: RTP pairing only ble"
"passed","Wed Dec 23 11:06:48 CST 2020","Wed Dec 23 11:06:58 CST 2020","10113","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Halloween]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 11:02:03 CST 2020","Wed Dec 23 11:02:13 CST 2020","10077","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Cool white]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 11:02:54 CST 2020","Wed Dec 23 11:03:04 CST 2020","10110","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Focus]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 10:59:34 CST 2020","Wed Dec 23 10:59:44 CST 2020","10120","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-NL1]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Wed Dec 23 10:53:37 CST 2020","Wed Dec 23 10:53:46 CST 2020","9007","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Daylight]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 11:25:43 CST 2020","Wed Dec 23 11:41:34 CST 2020","951187","Test_Suites.Tests.test_regression_product","test_07_schedule_by_mqtt","","","","test_33_press_on_during_schedule_end_with_off","schedule_actions.feature: Press ""ON"" during schedule end with ""OFF"""
"passed","Wed Dec 23 10:57:05 CST 2020","Wed Dec 23 10:57:14 CST 2020","9020","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Pulse]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 11:06:07 CST 2020","Wed Dec 23 11:06:17 CST 2020","10083","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Steampunk]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 11:03:34 CST 2020","Wed Dec 23 11:03:45 CST 2020","11177","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Fall]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 12:21:28 CST 2020","Wed Dec 23 12:27:36 CST 2020","368319","Test_Suites.Tests.test_regression_product","test_08_rhythm_by_mqtt","","","","test_20_turn_to_night_light_then_turn_on_from_in_cool_white_mode_when_rhythms_playing_by_mqtt","rhythm_actions.feature: Turn to Night light mode and then turn on from in cool white mode when Rhythms playing"
"passed","Wed Dec 23 10:57:59 CST 2020","Wed Dec 23 10:58:08 CST 2020","9013","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Halloween]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 10:51:22 CST 2020","Wed Dec 23 10:51:31 CST 2020","9020","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-NL0]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Wed Dec 23 11:04:36 CST 2020","Wed Dec 23 11:04:46 CST 2020","10073","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Spring]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 11:06:17 CST 2020","Wed Dec 23 11:06:28 CST 2020","10075","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Wake-up]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 11:04:56 CST 2020","Wed Dec 23 11:05:06 CST 2020","10105","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Forest]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 10:54:22 CST 2020","Wed Dec 23 10:54:31 CST 2020","9018","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Relax]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 11:02:33 CST 2020","Wed Dec 23 11:02:44 CST 2020","10108","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-True colors]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Wed Dec 23 10:54:58 CST 2020","Wed Dec 23 10:55:07 CST 2020","9008","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Fireplace]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 10:54:40 CST 2020","Wed Dec 23 10:54:49 CST 2020","9199","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-TV time]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Wed Dec 23 12:04:06 CST 2020","Wed Dec 23 12:04:13 CST 2020","7122","Test_Suites.Tests.test_regression_product","test_08_rhythm_by_mqtt","","","","test_02_disable_rhythm_by_mqtt","rhythm_actions.feature: Disable rhythm by mqtt"
"passed","Wed Dec 23 10:54:49 CST 2020","Wed Dec 23 10:54:58 CST 2020","9007","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Candlelight]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
