"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 06 11:31:24 CST 2020","Fri Nov 06 11:31:33 CST 2020","9076","Test_Suites.Tests.test_regression_module","test_06_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_tw[light_1-TV time]","single_light_control_by_udp.feature: Single light control --- Change default light mode for TW light"
"passed","Fri Nov 06 11:18:41 CST 2020","Fri Nov 06 11:22:02 CST 2020","200937","Test_Suites.Tests.test_regression_module","test_05_pair_lamps_wifi_ble","","","","test_ap_pair_lamps_wifi_ble","pair_lamps_wifi_ble.feature: AP pairing wifi and ble"
"passed","Fri Nov 06 10:59:30 CST 2020","Fri Nov 06 11:00:09 CST 2020","39364","Test_Suites.Tests.test_regression_module","test_04_pair_lamps_only_ble","","","","test_set_app_pairing_only_ble","pair_lamps_only_ble.feature: Set app pairing mode to only ble"
"passed","Fri Nov 06 10:52:49 CST 2020","Fri Nov 06 10:59:12 CST 2020","383090","Test_Suites.Tests.test_regression_module","test_03_pair_lamps_only_wifi","","","","test_ap_pair_lamps_only_wifi","pair_lamps_only_wifi.feature: AP pairing only wifi"
"passed","Fri Nov 06 11:31:42 CST 2020","Fri Nov 06 11:31:51 CST 2020","9092","Test_Suites.Tests.test_regression_module","test_06_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_tw[light_1-Pulse]","single_light_control_by_udp.feature: Single light control --- Change default light mode for TW light"
"passed","Fri Nov 06 11:35:48 CST 2020","Fri Nov 06 11:35:59 CST 2020","10201","Test_Suites.Tests.test_regression_module","test_07_tcp_comm","","","","test_tcp_comm_change_mode_tw[light_1-Warm white]","tcp_comm.feature: Single light control by mqtt --- Change light mode for TW light"
"passed","Fri Nov 06 11:37:20 CST 2020","Fri Nov 06 11:37:30 CST 2020","10154","Test_Suites.Tests.test_regression_module","test_07_tcp_comm","","","","test_tcp_comm_change_mode_tw[light_1-Pulse]","tcp_comm.feature: Single light control by mqtt --- Change light mode for TW light"
"passed","Fri Nov 06 16:01:24 CST 2020","Fri Nov 06 16:07:33 CST 2020","368468","Test_Suites.Tests.test_regression_module","test_09_rhythm_by_mqtt","","","","test_18_turn_off_then_turn_on_in_cool_white_mode_when_rhythms_playing_by_mqtt","rhythm_actions.feature: Turn off and then turn on in cool white mode when Rhythms playing"
"passed","Fri Nov 06 11:05:58 CST 2020","Fri Nov 06 11:11:07 CST 2020","308905","Test_Suites.Tests.test_regression_module","test_04_pair_lamps_only_ble","","","","test_ap_pair_lamps_only_ble","pair_lamps_only_ble.feature: AP pairing only ble"
"passed","Fri Nov 06 12:08:16 CST 2020","Fri Nov 06 12:19:55 CST 2020","699736","Test_Suites.Tests.test_regression_module","test_08_schedule_by_mqtt","","","","test_07_edit_schedule_end_of_the_way_when_the_schedule_has_been_started_by_mqtt","schedule_actions.feature: Edit a schedule end of the way when the schedule has been started by mqtt"
"passed","Fri Nov 06 10:39:11 CST 2020","Fri Nov 06 10:39:50 CST 2020","38812","Test_Suites.Tests.test_regression_module","test_03_pair_lamps_only_wifi","","","","test_set_app_pairing_only_wifi","pair_lamps_only_wifi.feature: Set app pairing mode to only wifi"
"passed","Fri Nov 06 11:34:42 CST 2020","Fri Nov 06 11:35:11 CST 2020","28571","Test_Suites.Tests.test_regression_module","test_07_tcp_comm","","","","test_tcp_comm_temperature","tcp_comm.feature: Single light control by mqtt --- Temperature"
"passed","Fri Nov 06 11:36:19 CST 2020","Fri Nov 06 11:36:29 CST 2020","10154","Test_Suites.Tests.test_regression_module","test_07_tcp_comm","","","","test_tcp_comm_change_mode_tw[light_1-Night light]","tcp_comm.feature: Single light control by mqtt --- Change light mode for TW light"
"passed","Fri Nov 06 11:36:39 CST 2020","Fri Nov 06 11:36:49 CST 2020","10140","Test_Suites.Tests.test_regression_module","test_07_tcp_comm","","","","test_tcp_comm_change_mode_tw[light_1-Relax]","tcp_comm.feature: Single light control by mqtt --- Change light mode for TW light"
"passed","Fri Nov 06 14:50:05 CST 2020","Fri Nov 06 15:00:52 CST 2020","646364","Test_Suites.Tests.test_regression_module","test_08_schedule_by_mqtt","","","","test_21_create_schedule_with_action_wake_up_end_with_previous_mode_when_lamp_status_on","schedule_actions.feature: Create a schedule with action ""Wake-up"" and end with ""Previous mode"" when lamp original status is ""ON"""
"passed","Fri Nov 06 13:28:06 CST 2020","Fri Nov 06 13:38:51 CST 2020","645366","Test_Suites.Tests.test_regression_module","test_08_schedule_by_mqtt","","","","test_15_create_schedule_with_bedtime_end_with_off_when_lamp_status_warm_white","schedule_actions.feature: Create a schedule with action ""Bedtime"" and end with ""off"" when lamp original status is ""Warm White"""
"passed","Fri Nov 06 11:33:49 CST 2020","Fri Nov 06 11:33:59 CST 2020","10169","Test_Suites.Tests.test_regression_module","test_07_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-ON2]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Fri Nov 06 11:28:04 CST 2020","Fri Nov 06 11:28:13 CST 2020","9092","Test_Suites.Tests.test_regression_module","test_06_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-ON1]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Fri Nov 06 11:27:46 CST 2020","Fri Nov 06 11:27:55 CST 2020","9107","Test_Suites.Tests.test_regression_module","test_06_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-ON0]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Fri Nov 06 14:39:20 CST 2020","Fri Nov 06 14:50:05 CST 2020","645323","Test_Suites.Tests.test_regression_module","test_08_schedule_by_mqtt","","","","test_19_create_schedule_with_wake_up_end_with_off_when_lamp_status_off","schedule_actions.feature: Create a schedule with action ""Wake-up"" and end with ""OFF"" when lamp original status is ""OFF"""
"passed","Fri Nov 06 11:02:35 CST 2020","Fri Nov 06 11:04:16 CST 2020","101024","Test_Suites.Tests.test_regression_module","test_04_pair_lamps_only_ble","","","","test_3_wizclick_pair_lamps_only_ble","pair_lamps_only_ble.feature: 3 * WiZclick pairing only ble"
"passed","Fri Nov 06 11:17:05 CST 2020","Fri Nov 06 11:18:41 CST 2020","95464","Test_Suites.Tests.test_regression_module","test_05_pair_lamps_wifi_ble","","","","test_5_wizclick_pair_lamps_wifi_ble","pair_lamps_wifi_ble.feature: 5 * WiZclick pairing wifi and ble"
"passed","Fri Nov 06 11:57:27 CST 2020","Fri Nov 06 12:08:16 CST 2020","648485","Test_Suites.Tests.test_regression_module","test_08_schedule_by_mqtt","","","","test_06_edit_schedule_to_end_with_off_by_mqtt","schedule_actions.feature: Edit schedule to end with off by mqtt"
"passed","Fri Nov 06 11:31:33 CST 2020","Fri Nov 06 11:31:42 CST 2020","9076","Test_Suites.Tests.test_regression_module","test_06_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_tw[light_1-Candlelight]","single_light_control_by_udp.feature: Single light control --- Change default light mode for TW light"
