"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 16 16:46:08 CST 2020","Fri Oct 16 16:46:15 CST 2020","7077","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Spring]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:52:12 CST 2020","Fri Oct 16 16:52:18 CST 2020","6010","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Summer]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:51:00 CST 2020","Fri Oct 16 16:51:06 CST 2020","6022","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Relax]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:44:14 CST 2020","Fri Oct 16 16:44:21 CST 2020","7085","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Daylight]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:50:42 CST 2020","Fri Oct 16 16:50:48 CST 2020","6025","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Night light]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:44:21 CST 2020","Fri Oct 16 16:44:28 CST 2020","7084","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Cool white]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:46:43 CST 2020","Fri Oct 16 16:46:51 CST 2020","7121","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Ocean]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:43:07 CST 2020","Fri Oct 16 16:43:33 CST 2020","25360","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_temperature","tcp_comm.feature: Single light control by mqtt --- Temperature"
"passed","Fri Oct 16 16:49:54 CST 2020","Fri Oct 16 16:50:24 CST 2020","30086","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_speed","single_light_control_by_udp.feature: Single light control --- Speed"
"passed","Fri Oct 16 16:50:30 CST 2020","Fri Oct 16 16:50:36 CST 2020","6017","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Daylight]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:47:25 CST 2020","Fri Oct 16 16:47:32 CST 2020","7095","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Wake-up]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:41:52 CST 2020","Fri Oct 16 16:41:59 CST 2020","7100","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-ON1]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Fri Oct 16 16:45:54 CST 2020","Fri Oct 16 16:46:01 CST 2020","7086","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Party]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:48:32 CST 2020","Fri Oct 16 16:48:38 CST 2020","6023","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-ON1]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Fri Oct 16 16:45:32 CST 2020","Fri Oct 16 16:45:40 CST 2020","7113","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Club]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:47:32 CST 2020","Fri Oct 16 16:47:39 CST 2020","7095","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Bedtime]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:45:04 CST 2020","Fri Oct 16 16:45:11 CST 2020","7092","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-TV time]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:52:49 CST 2020","Fri Oct 16 16:52:55 CST 2020","6020","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Pulse]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:46:58 CST 2020","Fri Oct 16 16:47:05 CST 2020","7103","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Pulse]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:51:12 CST 2020","Fri Oct 16 16:51:18 CST 2020","6025","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-TV time]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:47:12 CST 2020","Fri Oct 16 16:47:25 CST 2020","13103","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Steampunk]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:48:50 CST 2020","Fri Oct 16 16:48:56 CST 2020","6018","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-NL1]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Fri Oct 16 13:58:48 CST 2020","Fri Oct 16 14:00:22 CST 2020","94401","Test_Suites.Tests.test_regression_product","test_04_pair_lamps_wifi_ble","","","","test_rtp_pair_lamps_wifi_ble","pair_lamps_wifi_ble.feature: RTP pairing wifi and ble"
"passed","Fri Oct 16 16:49:03 CST 2020","Fri Oct 16 16:49:36 CST 2020","33118","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_dimming","single_light_control_by_udp.feature: Single light control --- Dimming"
"passed","Fri Oct 16 16:47:05 CST 2020","Fri Oct 16 16:47:12 CST 2020","7118","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Golden white]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:51:18 CST 2020","Fri Oct 16 16:51:24 CST 2020","6016","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Candlelight]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:45:40 CST 2020","Fri Oct 16 16:45:47 CST 2020","7094","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Sunset]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:44:43 CST 2020","Fri Oct 16 16:44:50 CST 2020","7082","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-True colors]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:42:06 CST 2020","Fri Oct 16 16:42:14 CST 2020","7090","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-OFF1]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Fri Oct 16 16:44:35 CST 2020","Fri Oct 16 16:44:43 CST 2020","7101","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Cozy]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:52:00 CST 2020","Fri Oct 16 16:52:06 CST 2020","6008","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Pastel colors]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:45:47 CST 2020","Fri Oct 16 16:45:54 CST 2020","7079","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Romance]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:43:33 CST 2020","Fri Oct 16 16:44:07 CST 2020","34327","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_speed","tcp_comm.feature: Single light control by mqtt --- Speed"
"passed","Fri Oct 16 16:52:18 CST 2020","Fri Oct 16 16:52:24 CST 2020","6018","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Forest]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:41:59 CST 2020","Fri Oct 16 16:42:06 CST 2020","7090","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-NL0]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Fri Oct 16 16:53:13 CST 2020","Fri Oct 16 16:53:19 CST 2020","6014","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Bedtime]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:52:06 CST 2020","Fri Oct 16 16:52:12 CST 2020","6009","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Spring]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:51:24 CST 2020","Fri Oct 16 16:51:30 CST 2020","6020","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Fireplace]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:48:56 CST 2020","Fri Oct 16 16:49:03 CST 2020","6019","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-ON2]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Fri Oct 16 16:51:48 CST 2020","Fri Oct 16 16:51:54 CST 2020","6011","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Romance]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:52:43 CST 2020","Fri Oct 16 16:52:49 CST 2020","6024","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Deep dive]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:42:21 CST 2020","Fri Oct 16 16:42:28 CST 2020","7093","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-ON2]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Fri Oct 16 16:48:26 CST 2020","Fri Oct 16 16:48:32 CST 2020","6019","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-OFF0]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Fri Oct 16 16:42:14 CST 2020","Fri Oct 16 16:42:21 CST 2020","7139","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-NL1]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Fri Oct 16 16:47:39 CST 2020","Fri Oct 16 16:47:46 CST 2020","7095","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Christmas]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:46:22 CST 2020","Fri Oct 16 16:46:29 CST 2020","7105","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Forest]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:52:55 CST 2020","Fri Oct 16 16:53:01 CST 2020","6023","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Golden white]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:51:36 CST 2020","Fri Oct 16 16:51:42 CST 2020","6029","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Club]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:46:01 CST 2020","Fri Oct 16 16:46:08 CST 2020","7081","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Pastel colors]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:50:36 CST 2020","Fri Oct 16 16:50:42 CST 2020","6016","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Cool white]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:44:57 CST 2020","Fri Oct 16 16:45:04 CST 2020","7095","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Focus]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:46:29 CST 2020","Fri Oct 16 16:46:36 CST 2020","7093","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Jungle]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:53:31 CST 2020","Fri Oct 16 16:53:37 CST 2020","6015","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Plant growth]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:41:45 CST 2020","Fri Oct 16 16:41:52 CST 2020","7077","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-OFF0]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Fri Oct 16 16:50:54 CST 2020","Fri Oct 16 16:51:00 CST 2020","6021","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-True colors]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:50:24 CST 2020","Fri Oct 16 16:50:30 CST 2020","6017","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Warm white]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:41:38 CST 2020","Fri Oct 16 16:41:45 CST 2020","7108","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_on_off_nl[light_1-ON0]","tcp_comm.feature: Single light control by mqtt --- ON/OFF/NL"
"passed","Fri Oct 16 16:51:54 CST 2020","Fri Oct 16 16:52:00 CST 2020","6008","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Party]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:53:25 CST 2020","Fri Oct 16 16:53:31 CST 2020","6024","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Halloween]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:46:51 CST 2020","Fri Oct 16 16:46:58 CST 2020","7089","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Deep dive]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:50:48 CST 2020","Fri Oct 16 16:50:54 CST 2020","6023","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Cozy]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:53:01 CST 2020","Fri Oct 16 16:53:07 CST 2020","6014","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Steampunk]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:51:30 CST 2020","Fri Oct 16 16:51:36 CST 2020","6020","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Fall]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:48:44 CST 2020","Fri Oct 16 16:48:50 CST 2020","6022","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-OFF1]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Fri Oct 16 16:52:25 CST 2020","Fri Oct 16 16:52:31 CST 2020","6017","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Jungle]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:45:11 CST 2020","Fri Oct 16 16:45:18 CST 2020","7091","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Candlelight]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 13:58:18 CST 2020","Fri Oct 16 13:58:48 CST 2020","29884","Test_Suites.Tests.test_regression_product","test_04_pair_lamps_wifi_ble","","","","test_set_app_pairing_wifi_ble","pair_lamps_wifi_ble.feature: Set app pairing mode to wifi and ble"
"passed","Fri Oct 16 16:51:42 CST 2020","Fri Oct 16 16:51:48 CST 2020","6014","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Sunset]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Fri Oct 16 16:47:46 CST 2020","Fri Oct 16 16:47:54 CST 2020","7095","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Halloween]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:46:15 CST 2020","Fri Oct 16 16:46:22 CST 2020","7080","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Summer]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:45:18 CST 2020","Fri Oct 16 16:45:25 CST 2020","7093","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Fireplace]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Fri Oct 16 16:44:50 CST 2020","Fri Oct 16 16:44:57 CST 2020","7093","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Relax]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
